Latitude,Longitude,LST_Day,LST_Night,LST_Diff,Emis_31,Emis_32,NDVI,EVI,NDWI,Sun_Angle,Albedo_Diff,View_Angle,Rel_Azimuth,DEM,Desertification_Level,Soil_Type,Recommended_Plant
41.99999999599804,27.52940292362069,306.62,293.24,13.379999999999995,0.982,0.986,0.7537,0.5595,0.5871150729335495,36.21,-0.009211812596124,24.52,-22.94,339.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, has drought resistance, and provides good habitat for local wildlife."
41.99999999599804,27.540616529699086,305.86,294.92,10.939999999999998,0.982,0.984,0.7719,0.5716,0.6190280065897857,36.2,-0.0112867701121524,24.47,-22.94,437.0,Low,Clay,"Acacia tortilis. Resistant to clay soil, drought tolerant, supports biodiversity."
41.99999999599804,27.551830135777475,305.66,294.86,10.800000000000011,0.982,0.984,0.8021,0.6081,0.6649663334013467,36.19,-0.0108891458756641,24.38,-22.94,374.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, can tolerate desert conditions with low to moderate water usage, and is likely adapted to this region based on vegetation indices."
41.99999999599804,27.563043741855875,305.12,294.98,10.139999999999986,0.98,0.984,0.8099000000000001,0.6158,0.6759639048400328,36.19,-0.0101993327773143,24.34,-22.94,354.0,Low,Loamy,"Ziziphus spina-christi, because it thrives in loamy soil, withstands desert conditions with low to moderate water availability, and has high NDVI and NDWI values indicating good growth potential."
41.99999999599804,27.57425734793427,304.62,295.2,9.420000000000016,0.98,0.984,0.793,0.5864,0.6602658788774003,36.18,-0.010140316402117,24.24,-22.89,369.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, withstands desert conditions with low degradation levels, has moderate water needs as indicated by NDWI, can handle day temperature up to 304.62 K, and requires minimal elevation adjustment."
41.99999999599804,27.585470954012663,304.7,295.16,9.539999999999964,0.98,0.984,0.7959,0.5856,0.6582656984194788,36.17,-0.0110398998053006,24.17,-22.85,328.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, requires minimal water (low desertification), has high NDVI indicating good growth potential, tolerates moderate heat, and suits the elevation."
41.99999999599804,27.596684560091056,304.76,294.96,9.800000000000011,0.98,0.984,0.7933,0.5722,0.6639362408678325,36.17,-0.0138746300259942,24.1,-22.85,309.0,Low,Loamy,"Tamarisk. It thrives in loamy soil, tolerates drought, and has high water efficiency, making it suitable for this environment."
41.99999999599804,27.607898166169456,304.68,294.96,9.720000000000027,0.98,0.984,0.8092,0.6074,0.6776357157828546,36.16,-0.0115082223788104,24.03,-22.85,268.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates desert conditions with low degradation levels, supports high NDVI indicating good growth potential, prefers moderate temperatures suggested by Land Surface Temperature, and can adapt to various elevations including 268m."
41.99999999599804,27.619111772247845,304.56,295.06,9.5,0.98,0.984,0.8061,0.6125,0.6789560894780446,36.16,-0.0119368072225881,23.97,-22.75,319.0,Low,Loamy,"Acacia tortilis. It suits the loamy soil, requires minimal water, tolerates high temperatures, and has moderate desertification level."
41.99999999599804,27.63032537832624,304.56,295.08,9.480000000000018,0.98,0.984,0.871,0.5049,0.75069594803588,30.21,-0.0098721668947082,35.22,151.09,305.0,Low,Loamy,"Ziziphus spina-christi. It thrives in loamy soil, has drought tolerance, and suits low desertification areas, making it a good fit for this environment."
41.99999999599804,27.64153898440464,304.6,294.92,9.680000000000009,0.98,0.984,0.8778,0.4908,0.775483870967742,30.21,-0.0101993327773143,35.22,151.05,261.0,Low,Loamy,"Acacia tortilis. It suits the environment as it thrives in loamy soil, tolerates low desertification levels, prefers moderate land surface temperatures, and benefits from good vegetation cover indicated by NDVI."
41.99999999599804,27.65275259048304,304.76,294.78000000000003,9.97999999999996,0.98,0.984,0.8627,0.4779,0.7487796941099902,30.2,-0.0122434062024163,35.32,150.99,274.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperatures, and requires minimal water, making it suitable for low desertification areas with moderate land surface temperature."
41.99999999599804,27.663966196561425,304.78000000000003,294.7,10.08000000000004,0.98,0.984,0.8306,0.6659,0.6798648902233064,36.02,-0.0120875729774811,31.37,-21.14,244.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates moderate temperatures, and improves soil quality, making it ideal for this environment."
41.99999999599804,27.675179802639818,304.76,294.6,10.159999999999968,0.98,0.984,0.8336,0.6547000000000001,0.6938934266822249,36.01,-0.0124892943174077,31.34,-21.13,140.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, withstands desert conditions with low erosion rates, supports biodiversity, and its deep root system helps prevent water evaporation efficiently."
41.99999999599804,27.68639340871822,304.62,294.42,10.199999999999989,0.98,0.984,0.8325,0.6759000000000001,0.6923076923076923,36.01,-0.0100496312954706,31.28,-21.13,278.0,Low,Loamy,"Ziziphus spina-christi, due to its drought resistance and tolerance to low water availability, making it ideal for environments with low desertification levels."
41.99999999599804,27.69760701479661,304.62,294.1,10.519999999999982,0.98,0.984,0.8340000000000001,0.6907,0.694404069767442,36.0,-0.0081494468910353,31.18,-21.14,288.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, is resilient to desert conditions, and supports high NDVI and NDWI values for healthy growth."
41.99999999599804,27.70882062087501,304.78000000000003,294.1,10.680000000000009,0.98,0.984,0.8349000000000001,0.7010000000000001,0.6923901393354769,36.0,-0.0082703524830602,31.18,-21.14,214.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperatures, and has deep root systems that help prevent desertification."
41.99999999599804,27.7200342269534,304.94,294.1,10.839999999999977,0.98,0.984,0.86,0.471,0.7585633521782508,30.54,-0.0111993327773143,41.75,148.65,260.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, is drought-resistant, and can handle high temperatures, making it suitable for this environment."
41.99999999599804,27.731247833031794,304.98,294.1,10.879999999999995,0.98,0.984,0.8474,0.4553,0.7516206073012625,30.54,-0.0104474134339081,41.8,148.65,240.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperatures, and requires little water, making it ideal for this environment."
41.99999999599804,27.74246143911019,304.96,294.18,10.779999999999973,0.98,0.984,0.8530000000000001,0.4654,0.7639542703429725,30.53,-0.0137266466843026,41.83,148.64,249.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, adapts well to low desertification levels, suits high NDVI & NDWI values, tolerates day temperatures up to 304.96K, and can grow at an elevation of 249m."
41.99999999599804,27.75367504518858,304.94,294.62,10.319999999999991,0.98,0.984,0.8472000000000001,0.4973,0.7387580299785866,30.15,-0.0100249373783128,35.83,150.55,203.0,Low,Loamy,"Ziziphus spina-christi, as it thrives in loamy soil, requires minimal water, tolerates high temperatures, and has moderate vegetation cover needs."
41.99999999599804,27.76488865126697,305.04,294.62,10.420000000000016,0.98,0.984,0.8147000000000001,0.6607000000000001,0.6839309428950864,35.96,-0.0108640533778149,30.81,-21.0,203.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, requires low desertification levels, moderate water availability, tolerates high day temperatures, and can grow at the given elevation."
41.99999999599804,27.77610225734537,305.1,294.36,10.740000000000007,0.98,0.984,0.7988000000000001,0.6434000000000001,0.6809204218600191,35.95,-0.0117492482267333,30.74,-21.0,218.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, moderate desertification level, high NDVI indicating suitable light conditions, tolerates temperature fluctuations, and can grow at the given elevation."
41.99999999599804,27.787315863423768,305.18,294.36,10.819999999999991,0.98,0.984,0.7907000000000001,0.6347,0.6724899212900749,35.94,-0.0101993327773143,30.69,-21.0,240.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, has drought tolerance, and promotes biodiversity which benefits the ecosystem."
41.99999999599804,27.79852946950216,305.26,294.22,11.039999999999964,0.98,0.984,0.7873,0.6316,0.6616858237547893,35.94,-0.0091993327773143,30.63,-21.0,177.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, moderate desertification, high NDVI, and tolerates high temperatures. Its deep root system also helps prevent soil erosion."
41.99999999599804,27.80974307558056,305.26,293.92,11.339999999999977,0.98,0.984,0.7767000000000001,0.6317,0.6426297059374414,35.93,-0.0094922102864423,30.53,-21.01,141.0,Low,Loamy,"Acacia tortilis. It's hardy, drought-resistant, and thrives in dry conditions, making it ideal for low desertification levels with its specific soil type and moderate temperature."
41.99999999599804,27.82095668165896,305.28000000000003,293.94,11.340000000000032,0.98,0.984,0.781,0.6219,0.6348325358851674,35.92,-0.0106960484863326,30.48,-20.92,63.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, has drought resistance, suitable for low desertification areas, and can adapt to high temperatures."
41.99999999599804,27.832170287737345,305.38,294.0,11.379999999999995,0.98,0.984,0.7878000000000001,0.6182000000000001,0.6381733021077284,35.92,-0.0108006672226856,30.44,-20.93,117.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, can withstand some desert conditions, and has high NDVI and NDWI values indicating good photosynthesis and water use efficiency."
41.99999999599804,27.84338389381574,305.40000000000003,293.98,11.420000000000016,0.98,0.984,0.7805000000000001,0.6057,0.6334392374900715,35.910000000000004,-0.0115680477406459,30.35,-20.93,182.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, requires little water as indicated by high NDWI, tolerates moderate temperatures, and can resist wind, making it ideal for this environment."
41.99999999599804,27.854597499894137,305.36,293.94,11.420000000000016,0.98,0.984,0.7867000000000001,0.605,0.6463662200568412,35.9,-0.0208461520268837,30.3,-20.89,39.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, adapts to low desertification levels, has high NDVI indicating good growth potential, tolerates moderate land surface temperatures, and can withstand some elevation changes."
41.99999999599804,27.865811105972533,305.38,293.92,11.45999999999998,0.98,0.984,0.7819,0.6103000000000001,0.6347140039447732,35.89,-0.019838512215838,30.23,-20.85,102.0,Low,Loamy,"Acacia tortilis. It's drought-resistant, adapts well to low desertification levels, and thrives in loamy soil, making it a perfect fit for this environment."
41.99999999599804,27.877024712050925,305.66,294.68,10.980000000000018,0.98,0.984,0.7893,0.6149,0.6384920634920636,35.89,-0.0147779105607177,30.16,-20.86,24.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates arid conditions, and has deep root systems to access water, making it suitable for this environment."
41.99999999599804,27.888238318129314,305.86,294.96,10.900000000000034,0.98,0.984,0.801,0.6328,0.6627172195892574,35.88,-0.0264014528370534,30.09,-20.86,112.0,Low,Loamy,"Ziziphus spina-christi, as it thrives in loamy soil and can tolerate high temperatures, making it suitable for this environment."
41.99999999599804,27.89945192420772,305.86,295.06,10.800000000000011,0.98,0.984,0.7743,0.6054,0.6562749800159872,35.87,-0.0239678554758938,30.02,-20.86,220.0,Low,Loamy,"Ziziphus spina-christi, as it thrives in various soil types including loamy, has low desertification levels, moderate vegetation cover, and tolerates high day temperatures."
41.99999999599804,27.91066553028611,305.68,295.06,10.620000000000005,0.98,0.984,0.7725000000000001,0.6142000000000001,0.6618052818289318,35.87,-0.016554628857381,29.98,-20.82,231.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, adapts to low desertification levels, and tolerates high land surface temperatures, making it an excellent choice for this environment."
41.99999999599804,27.921879136364502,305.68,295.04,10.639999999999986,0.98,0.984,0.7845000000000001,0.6257,0.6736385161799526,35.86,-0.0091952628024048,29.88,-20.78,188.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, has drought resistance, which benefits low desertification levels, and suits the environment's temperature range."
41.99999999599804,27.93309274244289,305.32,294.96,10.360000000000014,0.98,0.984,0.785,0.6291,0.6682242990654205,35.85,-0.0108006672226856,29.83,-20.78,225.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperatures, and has deep root systems to access water efficiently."
41.99999999599804,27.94430634852129,304.78000000000003,294.8,9.980000000000018,0.98,0.984,0.7841,0.6278,0.6634821602651589,35.85,-0.0121378838773761,29.79,-20.78,184.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, requires minimal water, tolerates high temperatures, and can resist desertification, making it a good fit for this environment."
41.99999999599804,27.955519954599687,304.78000000000003,294.58,10.200000000000044,0.98,0.984,0.7972,0.634,0.6630240413272402,35.84,-0.0098627706853293,29.7,-20.7,146.0,Low,Loamy,"Acacia tortilis. It's hardy, drought-resistant, thrives in various soil types including loamy, and contributes to reducing desertification while improving vegetation coverage."
41.99999999599804,27.96673356067808,305.06,294.56,10.5,0.98,0.984,0.7855000000000001,0.6065,0.6457564575645758,35.83,-0.0092039411491784,29.63,-20.7,97.0,Low,Loamy,"Acacia tortilis. It's hardy, drought-resistant, and thrives in loamy soil, making it ideal for this environment."
41.99999999599804,27.97794716675648,305.18,294.2,10.980000000000018,0.98,0.984,0.7928000000000001,0.6092000000000001,0.6467661691542289,35.82,-0.0126579955077939,29.56,-20.71,72.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperatures, requires moderate water usage, and adapts well to various elevations, making it suitable for this environment."
41.99999999599804,27.98916077283487,305.5,294.1,11.399999999999975,0.982,0.984,0.806,0.6318,0.6549239391513211,35.82,-0.0097917196774348,29.51,-20.71,67.0,Low,Loamy,"Acacia tortilis. It suits the environment due to its drought resistance and ability to grow in loamy soil, supporting low desertification levels and high NDVI/NDWI values."
41.99999999599804,28.000374378913268,305.7,294.62,11.079999999999984,0.982,0.984,0.7168,0.5312,0.5443714050944947,35.81,-0.008951621486073,29.41,-21.08,56.0,Low,Loamy,"Acacia tortilis. It thrives in loamy soil, tolerates high temperature, and requires moderate water, making it suitable for this environment."
41.99999999599804,28.01158798499166,305.66,295.26,10.400000000000034,0.984,0.984,0.7041000000000001,0.4976,0.5459807073954984,35.800000000000004,-0.0090814043674155,29.39,-21.04,69.0,Low,Loamy,"Acacia tortilis. It adapts well to loamy soil, requires minimal water, and can withstand moderate temperatures, making it ideal for this environment."
